trend_id,category,style,popularity_score,season,color_palette,fabric_type,price_range,brand_influence,social_media_trend
T0618,Dress,Bohemian,82,Spring,Monochrome,Silk,Mid-range,Luxury,TikTok
T0619,Shirt,Vintage,8,Autumn,Gradient,Linen,Mid-range,High-end,Pinterest
T0620,Shirt,Bohemian,48,Summer,Neon,Velvet,High-end,Fast Fashion,Instagram
T0621,Dress,Minimalist,64,Winter,Gradient,Velvet,Affordable,High-end,Pinterest
T0622,Pants,Casual,64,Spring,Neon,Cotton,Mid-range,High-end,TikTok
T0623,Accessories,Bohemian,6,Spring,Gradient,Wool,Affordable,Local,Instagram
T0624,Shoes,Vintage,75,Summer,Earth-tone,Cotton,High-end,Luxury,Pinterest
T0625,Pants,Streetwear,33,Spring,Pastel,Cotton,Mid-range,Luxury,Instagram
T0626,Shirt,Formal,87,Winter,Monochrome,Cotton,Affordable,Local,TikTok
T0627,Shirt,Minimalist,31,Autumn,Neon,Wool,High-end,Fast Fashion,Pinterest
T0628,Dress,Bohemian,74,Spring,Neon,Velvet,Affordable,Local,Instagram
T0629,Pants,Vintage,19,Autumn,Metallic,Linen,Affordable,Luxury,Instagram
T0630,Shirt,Formal,35,Autumn,Metallic,Wool,High-end,Local,TikTok
T0631,Dress,Formal,28,Winter,Gradient,Cotton,Mid-range,Fast Fashion,Instagram
T0632,Accessories,Bohemian,91,Autumn,Gradient,Denim,High-end,Luxury,Pinterest
T0633,Shoes,Streetwear,51,Summer,Neon,Silk,Mid-range,Local,Pinterest
T0634,Dress,Bohemian,44,Autumn,Earth-tone,Velvet,Affordable,Luxury,Instagram
T0635,Shirt,Formal,44,Winter,Pastel,Polyester,High-end,High-end,Instagram
T0636,Dress,Minimalist,19,Autumn,Neon,Denim,Affordable,Luxury,TikTok
T0637,Pants,Bohemian,63,Summer,Neon,Denim,High-end,High-end,YouTube
T0638,Shirt,Streetwear,100,Autumn,Earth-tone,Wool,Affordable,Local,Pinterest
T0639,Pants,Minimalist,14,Autumn,Earth-tone,Linen,Mid-range,Local,TikTok
T0640,Dress,Formal,65,Autumn,Pastel,Velvet,High-end,Luxury,Pinterest
T0641,Dress,Bohemian,85,Summer,Monochrome,Denim,Affordable,Local,YouTube
T0642,Pants,Bohemian,46,Spring,Monochrome,Silk,Mid-range,Fast Fashion,TikTok
T0643,Shirt,Streetwear,10,Winter,Monochrome,Linen,High-end,Fast Fashion,TikTok
T0644,Dress,Formal,97,Spring,Earth-tone,Cotton,Mid-range,Fast Fashion,Instagram
T0645,Dress,Streetwear,20,Autumn,Metallic,Cotton,Affordable,High-end,Pinterest
T0646,Shirt,Streetwear,85,Winter,Pastel,Denim,Mid-range,Luxury,Pinterest
T0647,Pants,Vintage,80,Autumn,Gradient,Silk,Mid-range,Local,TikTok
T0648,Pants,Streetwear,90,Winter,Earth-tone,Denim,Affordable,High-end,YouTube
T0649,Shoes,Streetwear,21,Spring,Earth-tone,Linen,Affordable,Luxury,YouTube
T0650,Shoes,Formal,12,Winter,Pastel,Silk,High-end,Fast Fashion,Pinterest
T0651,Pants,Sporty,37,Winter,Earth-tone,Velvet,Mid-range,High-end,TikTok
T0652,Shoes,Casual,9,Summer,Pastel,Cotton,High-end,Luxury,YouTube
T0653,Dress,Bohemian,2,Winter,Monochrome,Polyester,High-end,High-end,YouTube
T0654,Dress,Bohemian,82,Autumn,Gradient,Polyester,Affordable,Local,TikTok
T0655,Dress,Vintage,37,Spring,Neon,Cotton,Affordable,Local,TikTok
T0656,Accessories,Bohemian,49,Winter,Metallic,Denim,High-end,Local,Instagram
T0657,Shoes,Minimalist,8,Summer,Earth-tone,Polyester,Mid-range,Local,YouTube
T0658,Pants,Bohemian,99,Spring,Gradient,Silk,Mid-range,Local,TikTok
T0659,Shoes,Casual,77,Autumn,Pastel,Cotton,Affordable,Local,Instagram
T0660,Pants,Streetwear,95,Autumn,Neon,Cotton,High-end,Fast Fashion,TikTok
T0661,Accessories,Vintage,13,Summer,Neon,Denim,Mid-range,High-end,YouTube
T0662,Dress,Sporty,96,Winter,Neon,Denim,Affordable,Luxury,TikTok
T0663,Accessories,Casual,81,Autumn,Monochrome,Velvet,High-end,High-end,TikTok
T0664,Accessories,Vintage,66,Autumn,Monochrome,Linen,Mid-range,Fast Fashion,YouTube
T0665,Shirt,Streetwear,9,Summer,Pastel,Velvet,High-end,Local,Instagram
T0666,Shirt,Vintage,20,Spring,Metallic,Cotton,Affordable,Fast Fashion,Pinterest
T0667,Dress,Streetwear,13,Autumn,Monochrome,Cotton,Mid-range,Local,TikTok
T0668,Shirt,Vintage,66,Spring,Gradient,Polyester,Mid-range,Local,Pinterest
T0669,Pants,Bohemian,52,Winter,Earth-tone,Wool,Affordable,High-end,TikTok
T0670,Accessories,Streetwear,83,Winter,Gradient,Velvet,Mid-range,High-end,YouTube
T0671,Accessories,Formal,14,Autumn,Earth-tone,Polyester,Mid-range,Local,YouTube
T0672,Pants,Vintage,65,Summer,Earth-tone,Polyester,Affordable,Luxury,YouTube
T0673,Shoes,Streetwear,88,Spring,Monochrome,Linen,Affordable,Luxury,Instagram
T0674,Dress,Casual,57,Spring,Metallic,Cotton,Affordable,Luxury,YouTube
T0675,Shirt,Bohemian,48,Autumn,Gradient,Cotton,High-end,Luxury,Instagram
T0676,Dress,Casual,9,Winter,Gradient,Silk,Mid-range,Fast Fashion,YouTube
T0677,Shirt,Formal,96,Summer,Neon,Velvet,High-end,High-end,Instagram
T0678,Shirt,Sporty,28,Autumn,Pastel,Denim,Affordable,Fast Fashion,Instagram
T0679,Shoes,Formal,77,Autumn,Pastel,Linen,Mid-range,Fast Fashion,YouTube
T0680,Dress,Bohemian,83,Autumn,Neon,Wool,High-end,Luxury,Pinterest
T0681,Accessories,Streetwear,30,Summer,Metallic,Linen,High-end,Fast Fashion,Instagram
T0682,Shirt,Sporty,36,Summer,Metallic,Silk,Affordable,Fast Fashion,YouTube
T0683,Dress,Streetwear,55,Winter,Neon,Silk,Affordable,Fast Fashion,YouTube
T0684,Shirt,Vintage,54,Spring,Earth-tone,Linen,Mid-range,Luxury,Pinterest
T0685,Dress,Sporty,89,Spring,Earth-tone,Velvet,High-end,High-end,Instagram
T0686,Shoes,Streetwear,16,Winter,Pastel,Linen,Mid-range,High-end,TikTok
T0687,Accessories,Sporty,54,Spring,Pastel,Linen,Mid-range,Fast Fashion,YouTube
T0688,Shoes,Formal,24,Winter,Neon,Polyester,Mid-range,High-end,Pinterest
T0689,Dress,Bohemian,82,Summer,Earth-tone,Wool,Affordable,High-end,Pinterest
T0690,Pants,Formal,76,Spring,Metallic,Silk,Mid-range,Luxury,TikTok
T0691,Dress,Minimalist,19,Spring,Earth-tone,Polyester,High-end,High-end,Instagram
T0692,Accessories,Casual,43,Spring,Metallic,Velvet,Affordable,Luxury,Pinterest
T0693,Shirt,Streetwear,55,Summer,Pastel,Polyester,Affordable,Fast Fashion,YouTube
T0694,Pants,Minimalist,8,Summer,Monochrome,Denim,Mid-range,High-end,Pinterest
T0695,Dress,Vintage,97,Winter,Metallic,Linen,Mid-range,Luxury,TikTok
T0696,Shoes,Bohemian,59,Autumn,Gradient,Silk,Affordable,Fast Fashion,YouTube
T0697,Dress,Bohemian,9,Spring,Pastel,Wool,Affordable,Luxury,Instagram
T0698,Accessories,Vintage,48,Summer,Monochrome,Velvet,Affordable,Fast Fashion,TikTok
T0699,Dress,Formal,10,Winter,Monochrome,Denim,Affordable,Luxury,Instagram
T0700,Shoes,Bohemian,28,Winter,Metallic,Denim,Mid-range,Fast Fashion,Instagram
T0701,Accessories,Streetwear,54,Winter,Metallic,Denim,Affordable,Local,YouTube
T0702,Shirt,Sporty,98,Winter,Earth-tone,Wool,High-end,Fast Fashion,YouTube
T0703,Accessories,Casual,21,Winter,Monochrome,Polyester,Mid-range,Fast Fashion,TikTok
T0704,Dress,Bohemian,32,Spring,Monochrome,Linen,Affordable,Luxury,Instagram
T0705,Shirt,Sporty,77,Summer,Gradient,Velvet,Mid-range,Luxury,Pinterest
T0706,Pants,Casual,86,Autumn,Pastel,Polyester,High-end,Local,TikTok
T0707,Shoes,Streetwear,100,Summer,Metallic,Wool,High-end,Luxury,Pinterest
T0708,Dress,Streetwear,37,Summer,Earth-tone,Velvet,Mid-range,Fast Fashion,Pinterest
T0709,Accessories,Formal,46,Summer,Pastel,Cotton,Mid-range,Fast Fashion,Pinterest
T0710,Dress,Minimalist,53,Spring,Metallic,Cotton,High-end,Fast Fashion,TikTok
T0711,Shirt,Formal,74,Winter,Neon,Silk,High-end,Luxury,Pinterest
T0712,Shirt,Minimalist,31,Winter,Monochrome,Linen,Affordable,High-end,Pinterest
T0713,Shoes,Formal,55,Summer,Gradient,Silk,High-end,Luxury,TikTok
T0714,Accessories,Casual,53,Autumn,Earth-tone,Polyester,High-end,High-end,TikTok
T0715,Shirt,Sporty,61,Summer,Earth-tone,Silk,High-end,Local,TikTok
T0716,Accessories,Sporty,12,Winter,Neon,Polyester,High-end,Local,TikTok
T0717,Pants,Streetwear,37,Autumn,Pastel,Silk,Mid-range,High-end,Instagram
T0718,Accessories,Casual,55,Spring,Pastel,Cotton,High-end,Fast Fashion,TikTok
T0719,Pants,Sporty,60,Summer,Gradient,Wool,High-end,Fast Fashion,YouTube
T0720,Shirt,Vintage,88,Summer,Metallic,Denim,Affordable,Fast Fashion,Instagram
T0721,Pants,Sporty,43,Summer,Neon,Linen,Affordable,High-end,Pinterest
T0722,Shirt,Formal,31,Winter,Gradient,Cotton,Mid-range,High-end,Instagram
T0723,Pants,Formal,66,Winter,Neon,Denim,Mid-range,Luxury,Pinterest
T0724,Shirt,Sporty,74,Summer,Pastel,Polyester,High-end,Fast Fashion,TikTok
T0725,Pants,Streetwear,26,Spring,Monochrome,Polyester,Affordable,Local,TikTok
T0726,Dress,Streetwear,86,Winter,Pastel,Cotton,Mid-range,Luxury,TikTok
T0727,Dress,Vintage,96,Winter,Earth-tone,Polyester,Mid-range,Fast Fashion,Instagram
T0728,Pants,Casual,93,Spring,Monochrome,Denim,High-end,High-end,TikTok
T0729,Shoes,Streetwear,42,Summer,Neon,Velvet,Mid-range,Fast Fashion,TikTok
T0730,Dress,Bohemian,49,Winter,Gradient,Cotton,Mid-range,Fast Fashion,TikTok
T0731,Accessories,Casual,64,Summer,Metallic,Silk,Affordable,High-end,Pinterest
T0732,Shoes,Vintage,62,Spring,Neon,Wool,High-end,Fast Fashion,Instagram
T0733,Accessories,Streetwear,13,Summer,Metallic,Denim,Affordable,Fast Fashion,YouTube
T0734,Shoes,Vintage,7,Spring,Monochrome,Cotton,Affordable,Local,Pinterest
T0735,Dress,Minimalist,99,Spring,Gradient,Silk,High-end,Local,YouTube
T0736,Pants,Casual,52,Summer,Monochrome,Polyester,High-end,Luxury,TikTok
T0737,Dress,Minimalist,49,Spring,Neon,Silk,Affordable,Luxury,TikTok
T0738,Shirt,Vintage,14,Winter,Neon,Denim,Affordable,Local,Instagram
T0739,Shoes,Formal,90,Summer,Pastel,Velvet,Mid-range,Luxury,YouTube
T0740,Shirt,Casual,49,Winter,Neon,Polyester,Mid-range,Fast Fashion,Pinterest
T0741,Shirt,Vintage,4,Autumn,Monochrome,Wool,High-end,Local,Pinterest
T0742,Dress,Streetwear,21,Winter,Pastel,Velvet,Mid-range,Fast Fashion,TikTok
T0743,Pants,Casual,35,Spring,Monochrome,Linen,High-end,High-end,TikTok
T0744,Dress,Formal,50,Spring,Neon,Linen,Affordable,Luxury,Instagram
T0745,Dress,Streetwear,27,Summer,Earth-tone,Linen,High-end,High-end,YouTube
T0746,Accessories,Streetwear,13,Spring,Monochrome,Linen,Mid-range,Local,Instagram
T0747,Shirt,Sporty,53,Winter,Neon,Velvet,High-end,High-end,YouTube
T0748,Accessories,Vintage,35,Winter,Monochrome,Linen,High-end,Luxury,Instagram
T0749,Accessories,Formal,100,Spring,Monochrome,Wool,Mid-range,Fast Fashion,Instagram
T0750,Accessories,Vintage,30,Autumn,Monochrome,Cotton,Mid-range,Luxury,YouTube
T0751,Shoes,Casual,21,Summer,Metallic,Cotton,High-end,Luxury,YouTube
T0752,Shirt,Vintage,9,Autumn,Gradient,Silk,Affordable,Fast Fashion,Pinterest
T0753,Dress,Formal,96,Autumn,Neon,Polyester,Affordable,High-end,Pinterest
T0754,Accessories,Formal,52,Summer,Pastel,Polyester,High-end,Fast Fashion,Instagram
T0755,Shoes,Streetwear,8,Summer,Gradient,Polyester,High-end,Local,YouTube
T0756,Pants,Streetwear,90,Summer,Gradient,Polyester,Affordable,Local,Instagram
T0757,Shirt,Streetwear,61,Spring,Earth-tone,Wool,Mid-range,Local,YouTube
T0758,Shirt,Vintage,0,Autumn,Gradient,Wool,High-end,Local,YouTube
T0759,Shoes,Sporty,61,Autumn,Earth-tone,Silk,Affordable,Local,TikTok
T0760,Shirt,Minimalist,36,Spring,Earth-tone,Linen,High-end,High-end,Pinterest
T0761,Pants,Formal,84,Spring,Monochrome,Silk,High-end,Fast Fashion,Instagram
T0762,Shirt,Vintage,31,Autumn,Neon,Velvet,Mid-range,Fast Fashion,Instagram
T0763,Shirt,Formal,94,Spring,Pastel,Denim,Affordable,Luxury,Pinterest
T0764,Shoes,Minimalist,54,Winter,Neon,Wool,High-end,High-end,TikTok
T0765,Shoes,Casual,32,Autumn,Neon,Wool,Affordable,Local,Pinterest
T0766,Shirt,Formal,46,Winter,Pastel,Polyester,Affordable,Local,TikTok
T0767,Accessories,Minimalist,52,Autumn,Metallic,Polyester,Affordable,Fast Fashion,YouTube
T0768,Shoes,Formal,23,Autumn,Earth-tone,Silk,High-end,Luxury,Pinterest
T0769,Dress,Streetwear,20,Summer,Neon,Silk,Affordable,Local,Instagram
T0770,Shoes,Streetwear,18,Winter,Neon,Velvet,Mid-range,Fast Fashion,YouTube
T0771,Shirt,Sporty,98,Spring,Earth-tone,Denim,High-end,Local,Instagram
T0772,Accessories,Vintage,21,Winter,Gradient,Silk,Affordable,Fast Fashion,Instagram
T0773,Dress,Vintage,8,Winter,Earth-tone,Wool,Affordable,Local,Instagram
T0774,Accessories,Formal,82,Winter,Monochrome,Silk,Affordable,Local,Instagram
T0775,Dress,Bohemian,55,Winter,Pastel,Silk,High-end,Fast Fashion,Pinterest
T0776,Pants,Bohemian,20,Autumn,Metallic,Linen,Affordable,Local,Instagram
T0777,Shirt,Formal,87,Summer,Neon,Cotton,High-end,High-end,Instagram
T0778,Shoes,Formal,80,Spring,Monochrome,Denim,High-end,High-end,Instagram
T0779,Accessories,Formal,8,Summer,Metallic,Wool,Mid-range,Local,Pinterest
T0780,Dress,Vintage,69,Summer,Monochrome,Linen,Mid-range,High-end,TikTok
T0781,Accessories,Bohemian,25,Spring,Metallic,Cotton,Mid-range,Local,Instagram
T0782,Pants,Vintage,8,Winter,Earth-tone,Velvet,High-end,Local,Pinterest
T0783,Pants,Vintage,98,Summer,Pastel,Wool,High-end,High-end,TikTok
T0784,Shoes,Minimalist,15,Autumn,Neon,Polyester,Mid-range,High-end,Pinterest
T0785,Shoes,Bohemian,79,Spring,Pastel,Wool,Affordable,Local,TikTok
T0786,Dress,Sporty,88,Spring,Pastel,Polyester,Affordable,Fast Fashion,Instagram
T0787,Shirt,Vintage,41,Summer,Pastel,Silk,High-end,Fast Fashion,Instagram
T0788,Accessories,Formal,35,Winter,Gradient,Velvet,Affordable,High-end,Instagram
T0789,Shoes,Vintage,66,Spring,Neon,Linen,High-end,Fast Fashion,TikTok
T0790,Shirt,Sporty,14,Winter,Monochrome,Polyester,Affordable,Local,TikTok
T0791,Pants,Streetwear,73,Winter,Gradient,Silk,Mid-range,Fast Fashion,Pinterest
T0792,Dress,Formal,25,Winter,Gradient,Polyester,Mid-range,Fast Fashion,Instagram
T0793,Pants,Bohemian,31,Winter,Monochrome,Silk,Affordable,Fast Fashion,Pinterest
T0794,Accessories,Minimalist,43,Winter,Neon,Denim,Mid-range,High-end,Instagram
T0795,Pants,Casual,100,Summer,Monochrome,Linen,Mid-range,High-end,Pinterest
T0796,Shoes,Bohemian,39,Winter,Neon,Velvet,Affordable,Fast Fashion,TikTok
T0797,Pants,Sporty,33,Winter,Monochrome,Velvet,Affordable,High-end,TikTok
T0798,Accessories,Minimalist,48,Autumn,Pastel,Linen,Mid-range,Luxury,YouTube
T0799,Shirt,Vintage,62,Spring,Gradient,Linen,Affordable,Luxury,Instagram
T0800,Shirt,Vintage,39,Summer,Earth-tone,Cotton,High-end,Fast Fashion,TikTok
T0801,Shoes,Formal,65,Summer,Metallic,Silk,Mid-range,High-end,YouTube
T0802,Pants,Minimalist,9,Spring,Earth-tone,Denim,Mid-range,Local,Pinterest
T0803,Shirt,Minimalist,81,Winter,Earth-tone,Silk,Mid-range,Luxury,Instagram
T0804,Shirt,Sporty,52,Spring,Pastel,Linen,High-end,High-end,Pinterest
T0805,Accessories,Bohemian,1,Autumn,Gradient,Silk,Mid-range,Local,YouTube
T0806,Shoes,Sporty,42,Winter,Gradient,Wool,Affordable,Fast Fashion,YouTube
T0807,Accessories,Vintage,43,Autumn,Monochrome,Silk,High-end,Local,TikTok
T0808,Accessories,Minimalist,79,Spring,Gradient,Wool,High-end,Fast Fashion,TikTok
T0809,Pants,Vintage,70,Autumn,Monochrome,Silk,Affordable,Luxury,Instagram
T0810,Pants,Streetwear,29,Winter,Metallic,Polyester,High-end,High-end,Pinterest
T0811,Shoes,Vintage,43,Winter,Neon,Silk,Affordable,Fast Fashion,Pinterest
T0812,Dress,Minimalist,79,Summer,Gradient,Cotton,Affordable,Fast Fashion,Pinterest
T0813,Shoes,Streetwear,95,Autumn,Neon,Linen,High-end,Local,YouTube
T0814,Dress,Formal,17,Spring,Monochrome,Velvet,Affordable,Local,Instagram
T0815,Pants,Bohemian,59,Spring,Earth-tone,Polyester,Mid-range,Fast Fashion,TikTok
T0816,Shirt,Streetwear,6,Winter,Metallic,Linen,Mid-range,High-end,Pinterest
T0817,Shoes,Casual,65,Autumn,Metallic,Velvet,Mid-range,Luxury,Instagram
T0818,Shirt,Formal,54,Spring,Metallic,Wool,Mid-range,Luxury,Pinterest
T0819,Dress,Streetwear,53,Autumn,Earth-tone,Cotton,Affordable,Local,Pinterest
T0820,Accessories,Formal,38,Winter,Gradient,Cotton,High-end,Luxury,Instagram
T0821,Accessories,Vintage,32,Spring,Neon,Linen,High-end,Luxury,Instagram
T0822,Pants,Vintage,14,Winter,Neon,Denim,Affordable,Fast Fashion,TikTok
T0823,Pants,Formal,29,Spring,Metallic,Denim,Mid-range,Local,TikTok
T0824,Accessories,Minimalist,19,Summer,Pastel,Wool,Mid-range,Local,TikTok
T0825,Accessories,Sporty,8,Autumn,Pastel,Denim,Affordable,Fast Fashion,Instagram
T0826,Shirt,Bohemian,9,Autumn,Monochrome,Velvet,High-end,High-end,TikTok
T0827,Shirt,Minimalist,8,Winter,Metallic,Wool,Mid-range,Fast Fashion,TikTok
T0828,Pants,Casual,16,Autumn,Metallic,Denim,Mid-range,Local,Instagram
T0829,Shirt,Streetwear,20,Autumn,Monochrome,Wool,High-end,Fast Fashion,YouTube
T0830,Shoes,Sporty,94,Summer,Pastel,Cotton,Mid-range,Fast Fashion,Pinterest
T0831,Pants,Sporty,35,Spring,Metallic,Linen,High-end,Fast Fashion,TikTok
T0832,Shirt,Vintage,54,Summer,Neon,Velvet,High-end,Fast Fashion,Pinterest
T0833,Shoes,Bohemian,100,Summer,Neon,Cotton,Affordable,Local,Pinterest
T0834,Shirt,Streetwear,86,Winter,Monochrome,Cotton,High-end,High-end,YouTube
T0835,Shoes,Streetwear,45,Summer,Neon,Silk,Affordable,Luxury,Pinterest
T0836,Dress,Bohemian,85,Autumn,Neon,Denim,High-end,Luxury,YouTube
T0837,Pants,Bohemian,84,Summer,Monochrome,Velvet,Mid-range,Fast Fashion,Instagram
T0838,Shirt,Casual,65,Summer,Pastel,Denim,Mid-range,Fast Fashion,TikTok
T0839,Shirt,Casual,18,Autumn,Neon,Cotton,High-end,Local,YouTube
T0840,Shirt,Vintage,54,Summer,Gradient,Denim,Affordable,High-end,Instagram
T0841,Shirt,Vintage,8,Summer,Metallic,Silk,Affordable,Local,Instagram
T0842,Pants,Casual,21,Winter,Earth-tone,Polyester,Mid-range,Luxury,Pinterest
T0843,Dress,Sporty,28,Autumn,Monochrome,Polyester,High-end,Fast Fashion,Instagram
T0844,Shoes,Vintage,31,Spring,Metallic,Silk,Mid-range,High-end,Pinterest
T0845,Shirt,Streetwear,67,Winter,Pastel,Velvet,Mid-range,Luxury,Instagram
T0846,Pants,Streetwear,15,Autumn,Neon,Silk,High-end,Local,YouTube
T0847,Pants,Minimalist,67,Spring,Monochrome,Denim,Mid-range,Local,Instagram
T0848,Accessories,Formal,71,Spring,Gradient,Polyester,High-end,Local,Pinterest
T0849,Dress,Minimalist,25,Winter,Metallic,Cotton,Mid-range,High-end,TikTok
T0850,Dress,Sporty,33,Autumn,Neon,Wool,Mid-range,Luxury,YouTube
T0851,Shirt,Sporty,10,Summer,Monochrome,Silk,High-end,High-end,Instagram
T0852,Pants,Minimalist,9,Autumn,Neon,Polyester,Affordable,High-end,Instagram
T0853,Pants,Minimalist,11,Autumn,Pastel,Silk,Mid-range,High-end,Pinterest
T0854,Shoes,Sporty,92,Summer,Metallic,Denim,High-end,High-end,Pinterest
T0855,Pants,Sporty,100,Winter,Gradient,Velvet,Mid-range,Luxury,Instagram
T0856,Pants,Streetwear,78,Winter,Earth-tone,Silk,High-end,Luxury,YouTube
T0857,Pants,Vintage,53,Autumn,Pastel,Velvet,Mid-range,Local,TikTok
T0858,Pants,Streetwear,41,Spring,Earth-tone,Linen,Affordable,Luxury,Pinterest
T0859,Accessories,Sporty,90,Summer,Neon,Cotton,Mid-range,Local,Instagram
T0860,Dress,Streetwear,70,Summer,Gradient,Velvet,High-end,Local,Pinterest
T0861,Pants,Streetwear,52,Winter,Monochrome,Silk,Affordable,Fast Fashion,Instagram
T0862,Dress,Casual,21,Summer,Monochrome,Polyester,High-end,Fast Fashion,TikTok
T0863,Accessories,Streetwear,90,Spring,Neon,Wool,Mid-range,Fast Fashion,Instagram
T0864,Shirt,Streetwear,72,Autumn,Metallic,Cotton,Mid-range,Local,Pinterest
T0865,Shirt,Bohemian,89,Spring,Gradient,Linen,High-end,High-end,Pinterest
T0866,Dress,Vintage,52,Autumn,Metallic,Silk,High-end,High-end,Pinterest
T0867,Shirt,Streetwear,9,Winter,Earth-tone,Silk,Affordable,Fast Fashion,TikTok
T0868,Shoes,Streetwear,44,Summer,Gradient,Linen,Mid-range,Fast Fashion,TikTok
T0869,Pants,Minimalist,51,Summer,Pastel,Velvet,High-end,Luxury,TikTok
T0870,Accessories,Vintage,96,Spring,Monochrome,Linen,Affordable,Luxury,TikTok
T0871,Dress,Streetwear,97,Autumn,Pastel,Velvet,Affordable,Luxury,Pinterest
T0872,Accessories,Vintage,69,Winter,Metallic,Wool,High-end,Local,TikTok
T0873,Shoes,Casual,86,Summer,Gradient,Polyester,Mid-range,Luxury,Pinterest
T0874,Pants,Minimalist,67,Summer,Neon,Velvet,Mid-range,Fast Fashion,Instagram
T0875,Shirt,Formal,63,Winter,Neon,Cotton,High-end,Local,YouTube
T0876,Accessories,Sporty,88,Summer,Gradient,Polyester,Mid-range,Local,TikTok
T0877,Shirt,Formal,16,Winter,Pastel,Polyester,Mid-range,High-end,TikTok
T0878,Shoes,Bohemian,41,Summer,Earth-tone,Velvet,Mid-range,Fast Fashion,Pinterest
T0879,Accessories,Casual,90,Summer,Gradient,Velvet,High-end,Local,Pinterest
T0880,Accessories,Vintage,65,Summer,Gradient,Velvet,Affordable,Fast Fashion,Pinterest
T0881,Shoes,Formal,59,Summer,Gradient,Cotton,High-end,High-end,Pinterest
T0882,Pants,Formal,46,Winter,Neon,Velvet,Mid-range,Luxury,Instagram
T0883,Shirt,Formal,36,Summer,Gradient,Cotton,High-end,Fast Fashion,Pinterest
T0884,Shoes,Vintage,68,Winter,Metallic,Velvet,Mid-range,Fast Fashion,TikTok
T0885,Shirt,Bohemian,80,Autumn,Metallic,Wool,Mid-range,High-end,TikTok
T0886,Shoes,Formal,99,Winter,Monochrome,Polyester,Affordable,Luxury,TikTok
T0887,Accessories,Formal,75,Winter,Gradient,Denim,Affordable,High-end,TikTok
T0888,Dress,Streetwear,46,Summer,Gradient,Silk,Affordable,Luxury,Instagram
T0889,Accessories,Formal,95,Winter,Pastel,Polyester,Mid-range,Fast Fashion,Pinterest
T0890,Accessories,Formal,39,Summer,Neon,Denim,Affordable,Fast Fashion,YouTube
T0891,Accessories,Bohemian,100,Winter,Earth-tone,Polyester,Mid-range,Local,Pinterest
T0892,Pants,Formal,7,Autumn,Gradient,Denim,Mid-range,High-end,YouTube
T0893,Shirt,Vintage,70,Spring,Pastel,Polyester,Mid-range,High-end,YouTube
T0894,Accessories,Formal,48,Autumn,Pastel,Linen,Affordable,Luxury,YouTube
T0895,Accessories,Minimalist,65,Autumn,Monochrome,Velvet,High-end,Local,YouTube
T0896,Shoes,Bohemian,88,Winter,Gradient,Cotton,Mid-range,Fast Fashion,Instagram
T0897,Dress,Minimalist,10,Spring,Pastel,Velvet,High-end,Luxury,Instagram
T0898,Shoes,Sporty,3,Autumn,Pastel,Denim,Affordable,Fast Fashion,Instagram
T0899,Shoes,Sporty,37,Summer,Earth-tone,Polyester,Affordable,High-end,Pinterest
T0900,Dress,Formal,79,Autumn,Earth-tone,Linen,High-end,High-end,Instagram
T0901,Dress,Sporty,19,Spring,Earth-tone,Velvet,Mid-range,Fast Fashion,Pinterest
T0902,Accessories,Minimalist,33,Summer,Earth-tone,Silk,Affordable,Luxury,Pinterest
T0903,Shirt,Streetwear,70,Autumn,Gradient,Denim,Affordable,Local,Instagram
T0904,Pants,Casual,30,Spring,Gradient,Cotton,High-end,Local,Pinterest
T0905,Dress,Sporty,84,Spring,Gradient,Velvet,High-end,High-end,YouTube
T0906,Shoes,Bohemian,41,Summer,Metallic,Linen,Mid-range,Luxury,Pinterest
T0907,Accessories,Vintage,67,Spring,Earth-tone,Polyester,Mid-range,High-end,Instagram
T0908,Pants,Streetwear,85,Spring,Pastel,Linen,Mid-range,Local,TikTok
T0909,Accessories,Formal,72,Summer,Monochrome,Polyester,Affordable,Luxury,TikTok
T0910,Pants,Vintage,31,Autumn,Pastel,Velvet,High-end,Local,YouTube
T0911,Pants,Formal,58,Autumn,Neon,Denim,Mid-range,High-end,Instagram
T0912,Shirt,Streetwear,40,Summer,Earth-tone,Denim,Mid-range,High-end,Pinterest
T0913,Shoes,Formal,97,Winter,Neon,Wool,Mid-range,High-end,Instagram
T0914,Shirt,Streetwear,6,Spring,Earth-tone,Velvet,Mid-range,Luxury,YouTube
T0915,Shoes,Formal,68,Summer,Monochrome,Cotton,Mid-range,Local,YouTube
T0916,Pants,Formal,68,Winter,Metallic,Velvet,Affordable,Luxury,Pinterest
T0917,Dress,Bohemian,13,Winter,Monochrome,Polyester,Affordable,Local,Pinterest
T0918,Shirt,Bohemian,72,Spring,Neon,Silk,Mid-range,Local,TikTok
T0919,Dress,Bohemian,30,Spring,Monochrome,Velvet,Affordable,Luxury,Instagram
T0920,Dress,Casual,17,Autumn,Pastel,Silk,High-end,Local,Instagram
T0921,Pants,Streetwear,75,Summer,Gradient,Polyester,High-end,High-end,Instagram
T0922,Shirt,Vintage,65,Autumn,Gradient,Silk,Mid-range,Luxury,TikTok
T0923,Accessories,Streetwear,51,Spring,Earth-tone,Wool,Mid-range,Local,YouTube
T0924,Shirt,Sporty,20,Autumn,Metallic,Wool,Affordable,Fast Fashion,YouTube
T0925,Dress,Formal,22,Winter,Metallic,Velvet,High-end,High-end,TikTok
T0926,Pants,Casual,42,Autumn,Pastel,Wool,High-end,Fast Fashion,TikTok
